BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
NonResidential,Other,2323 Elliott,2323 Elliott Avenue,98121.0,6780950000,7,DOWNTOWN,47.61234,-122.34897,1983,1.0,6,275982,197130,78852,"Office, Parking",Parking,197040.0,Office,78852.0,None,0.0,91.0,208.3999939,5233553.5,0.0,5233553.0,0.0,False,Compliant,36.49
NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),200 W Mercer St,98119.0,7015350000,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1982,1.0,5,98668,0,98668,Office,Office,98668.0,None,0.0,None,0.0,91.0,139.6999969,4391348.0,0.0,4391348.0,0.0,False,Compliant,30.61
NonResidential,Large Office,Rainier Brewery,3100 Airport Way South,98134.0,7135400000,2,GREATER DUWAMISH,47.57639,-122.32072,2007,1.0,1,158931,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,12.0,199.3000031,8751704.0,0.0,7938248.0,813455.0,False,Compliant,98.54
NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",1100 W Ewing St,98119.0,7666200070,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1978,1.0,1,105100,0,105100,Office,Office,105100.0,None,0.0,None,0.0,1.0,571.7000122,22078064.0,0.0,17657706.0,4420357.0,False,Compliant,357.86
NonResidential,Supermarket / Grocery Store,IUC- Whole Foods Interbay,2001 15th Avenue West,98119.0,7666201460,7,MAGNOLIA / QUEEN ANNE,47.63718,-122.37734,2008,1.0,1,57176,0,57176,"Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,39500.0,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,31.0,0.0,12525174.0,0.0,6365315.0,6159859.0,False,Compliant,371.52
NonResidential,Retail Store,Elliot Industrial,1523-1541 15th Ave West,98121.0,7666201690,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1978,1.0,1,50660,0,50660,Retail Store,Retail Store,50660.0,None,0.0,None,0.0,51.0,127.3000031,2661488.0,0.0,1747974.0,913514.0,False,Compliant,60.7
NonResidential,Small- and Mid-Sized Office,Hays Elliot,1461-1489 Elliot Ave W,98119.0,7666201740,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937,1.0,2,61929,0,61929,Office,Office,39879.0,None,0.0,None,0.0,59.0,127.5999985,2203026.5,0.0,1328054.0,874972.0,False,Compliant,55.73
NonResidential,Large Office,501 Elliott Ave West,501 Elliot Ave West,98119.0,7666202080,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000,1.0,4,165111,55000,110111,"Data Center, Office, Parking",Office,104667.0,Parking,55000.0,Data Center,5444.0,1.0,726.5999756,25478086.0,0.0,25478083.0,0.0,False,Compliant,177.62
NonResidential,Large Office,401 Elliott Ave West,401 Elliot Ave West,98119.0,7666202110,7,MAGNOLIA / QUEEN ANNE,47.62235,-122.36378,2000,1.0,4,129551,42500,87051,"Data Center, Office, Parking",Office,82273.0,Parking,42500.0,Data Center,4778.0,1.0,978.9000244,27137190.0,0.0,27137187.0,0.0,False,Non-Compliant,189.18
NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",2607 2nd Avenue,98121.0,0654000120,7,DOWNTOWN,47.61588,-122.34965,1925,1.0,3,20565,0,20565,Office,Office,20565.0,None,0.0,None,0.0,65.0,122.5,802312.5,0.0,802312.0,0.0,False,Compliant,5.59
NonResidential,Large Office,351 Elliott Ave West,351 Elliot Ave West,98119.0,7666202133,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000,1.0,5,159937,55971,103966,"Office, Parking",Office,106449.0,Parking,50258.0,None,0.0,63.0,231.8000031,7857972.5,0.0,7857972.0,0.0,False,Compliant,54.78
NonResidential,Large Office,333 Elliott West,333 Elliott Ave W,98119.0,7666202160,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008,1.0,5,183964,46763,137201,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,56.0,340.0,14856199.0,0.0,14856198.0,0.0,False,Compliant,103.57
NonResidential,Large Office,101 ELLIOTT AVENUE WEST,101 Elliott Ave West,98119.0,7666202220,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986,1.0,5,208210,78848,129362,"Office, Parking",Office,109978.0,Parking,78848.0,None,0.0,95.0,125.1999969,5514308.5,0.0,3817281.0,1697027.0,False,Compliant,116.74
NonResidential,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,98121.0,7666202240,7,DOWNTOWN,47.61813,-122.35833,1986,1.0,7,277486,80283,197203,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,63.0,206.8000031,12729858.0,0.0,12729856.0,0.0,False,Compliant,88.74
NonResidential,Large Office,Pier 69 Corporate HQ,2711 Alaskan Way,98121.0,7666202295,7,DOWNTOWN,47.614,-122.35375,1993,1.0,3,187130,0,187130,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,77.0,165.1000061,10053489.0,0.0,10053488.0,0.0,False,Compliant,70.09
NonResidential,Large Office,World Trade Center - North,2401 Elliott Avenue,98121.0,7666202320,7,DOWNTOWN,47.61287,-122.35022,2000,1.0,5,251044,117867,133177,"Data Center, Office",Office,126218.0,Data Center,12717.0,None,0.0,99.0,388.3999939,17186624.0,0.0,17186623.0,0.0,False,Compliant,119.81
NonResidential,Warehouse,08495-Pier 57,1334 Alaskan Way,98101.0,7666202440,7,DOWNTOWN,47.60703,-122.34038,1912,1.0,5,154330,0,154330,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,None,0.0,None,0.0,81.0,41.59999847,1262235.25,0.0,1262235.0,0.0,False,Compliant,8.8
NonResidential,Large Office,51 University,51 University,98006.0,7666202475,7,DOWNTOWN,47.60604,-122.33948,1918,1.0,6,108245,14690,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,86.0,138.6999969,4515180.5,266262.0,4248918.0,0.0,False,Compliant,50.17
NonResidential,Large Office,National Building,1008 Western Ave,98104.0,7666202515,7,DOWNTOWN,47.6047,-122.33739,1905,1.0,6,167860,0,167860,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,70.0,163.1999969,6797647.0,0.0,6797646.0,0.0,False,Compliant,47.39
NonResidential,Large Office,Polson Building,71 Columbia Street,98104.0,7666202565,7,DOWNTOWN,47.60247,-122.33621,1910,1.0,6,112560,0,112560,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,None,0.0,86.0,131.3000031,4946798.5,0.0,3574020.0,1372778.0,False,Compliant,97.82
NonResidential,Retail Store,Western Building,619 Western Avenue,98104.0,7666202570,7,DOWNTOWN,47.60223,-122.33602,1910,1.0,6,86204,0,86204,Retail Store,Other,67670.0,Retail Store,13534.0,None,0.0,89.0,596.7999878,3241917.0,0.0,2235899.0,1006018.0,False,Compliant,69.02
Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,2203 Airport Way S,98134.0,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1985,1.0,2,145158,0,145158,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,51.0,146.8999939,8384523.0,0.0,7062138.0,1322385.0,False,Compliant,119.46
NonResidential,Large Office,Holgate Center,1737 Airport Way South,98134.0,7666203300,2,GREATER DUWAMISH,47.58716,-122.32214,1951,1.0,2,112896,0,112896,"Office, Parking",Office,110746.0,Parking,57500.0,None,0.0,66.0,256.6000061,10287986.0,0.0,8429189.0,1858797.0,False,Compliant,157.48
NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,1762 6th Ave S,98134.0,7666203440,2,GREATER DUWAMISH,47.58685,-122.32501,1960,1.0,1,110613,0,110613,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,None,0.0,95.0,28.79999924,1015060.188,0.0,1015060.0,0.0,False,Compliant,7.08
NonResidential,Warehouse,6th & Holgate Building,1930 6th Ave. South,98103.0,7666203467,2,GREATER DUWAMISH,47.58553,-122.32511,1951,1.0,4,149881,0,149881,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,None,0.0,97.0,26.79999924,2417401.25,0.0,705059.0,1712342.0,False,Compliant,95.86
NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2440 6TH AVE S,98121.0,7666203530,2,GREATER DUWAMISH,47.58042,-122.32552,1951,1.0,3,98220,0,98220,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,None,0.0,None,0.0,12.0,146.3999939,6468090.0,0.0,5813591.0,654498.0,False,Compliant,75.29
NonResidential,Distribution Center,North Coast Electric,2450 8th Ave S,98134.0,7666203538,2,GREATER DUWAMISH,47.58096,-122.32313,1970,1.0,1,84420,0,84420,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,55.0,109.8000031,2848317.25,0.0,2848317.0,0.0,False,Compliant,19.86
NonResidential,Distribution Center,Pacific Millennial Realty LLC,3623 6th Ave S,98134.0,7666204100,2,GREATER DUWAMISH,47.57055,-122.3267,1961,1.0,1,73335,0,73335,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,None,0.0,56.0,148.6999969,5197118.0,0.0,2606839.0,2590279.0,False,Compliant,155.74
NonResidential,Distribution Center,2700 4th Ave S (Best Fixture/Filson),2700 4th Ave S,98134.0,7666204225,2,GREATER DUWAMISH,47.5794,-122.32848,1928,1.0,2,56876,0,56876,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,56.0,70.19999695,1791715.625,0.0,1011283.0,780432.0,False,Compliant,48.5
NonResidential,Warehouse,Pacific Iron & Metal,2230 4th Ave S,98134.0,7666204430,2,GREATER DUWAMISH,47.58241,-122.32866,1931,1.0,2,61200,0,61200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,None,0.0,None,0.0,16.0,145.1999969,4912143.0,0.0,1782902.0,3129241.0,False,Compliant,178.62
NonResidential,Distribution Center,Gensco Incorporated,1703 6th Ave S,98134.0,7666204590,2,GREATER DUWAMISH,47.58772,-122.32686,1987,1.0,1,111908,0,111908,Distribution Center,Distribution Center,109090.0,None,0.0,None,0.0,87.0,35.09999847,1555420.25,0.0,1050508.0,504912.0,False,Compliant,34.14
NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,98134.0,7666204685,2,GREATER DUWAMISH,47.5908,-122.32828,1986,3.0,2,63644,0,63644,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,None,0.0,89.0,244.6000061,6858533.5,0.0,4242711.0,2615822.0,False,Compliant,168.5
NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,98134.0,7666204745,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3.0,2,108753,18860,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,54.0,105.0999985,3639670.25,0.0,3639670.0,0.0,False,Compliant,25.37
NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,98117.0,9231900160,6,NORTHWEST,47.69197,-122.35877,1970,1.0,1,141890,35545,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,91.0,266.6000061,16865978.0,0.0,13051820.0,3814156.0,False,Compliant,293.56
NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,98107.0,2768302690,6,BALLARD,47.6633,-122.37549,2001,1.0,4,92092,21055,71037,Office,Office,70074.0,None,0.0,None,0.0,5.0,215.8999939,4817062.0,0.0,4817062.0,0.0,False,Compliant,33.58
NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,98199.0,2771100415,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,0.0,3,56259,0,56259,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,60.0,74.19999695,2346571.5,0.0,817697.0,1528874.0,False,Compliant,86.9
NonResidential,Other,UW Benjamin Hall IRB,616 NE Northlake Place,98105.0,4207401365,4,NORTHEAST,47.65529,-122.32133,2006,1.0,6,143439,0,143439,"Other, Parking",Other,119570.0,Parking,23869.0,None,0.0,89.0,471.6000061,25631512.0,0.0,14100771.0,11530741.0,False,Compliant,710.7
NonResidential,Large Office,Lakeview 837 N 34th,837 N 34th Street,98103.0,1973200389,6,LAKE UNION,47.64912,-122.34823,2008,1.0,4,202623,88855,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,73.0,249.6999969,8873485.0,0.0,8873484.0,0.0,False,Compliant,61.86
NonResidential,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,98103.0,1972206514,6,LAKE UNION,47.64932,-122.35187,2000,1.0,2,77174,25800,51374,Office,Office,77174.0,None,0.0,None,0.0,33.0,223.0,5481549.0,0.0,5481548.0,0.0,False,Compliant,38.21
NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,1000 Dexter Avenue North,98109.0,2249500235,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1.0,5,110524,0,110524,"Office, Other, Parking",Office,98781.0,Other,8634.0,Parking,0.0,57.0,200.5,6859198.0,0.0,6859197.0,0.0,False,Compliant,47.82
NonResidential,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,98109.0,2163901105,3,LAKE UNION,47.6289,-122.32877,2008,1.0,5,287224,103650,183574,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,91.0,388.8999939,21042926.0,0.0,17407502.0,3635421.0,False,Compliant,314.43
NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,98102.0,2163901160,3,LAKE UNION,47.63079,-122.32693,1999,1.0,4,115748,18382,97366,Laboratory,Laboratory,97365.0,None,0.0,None,0.0,76.0,756.0,36436388.0,0.0,16913185.0,19523202.0,False,Compliant,1154.79
NonResidential,Large Office,West Tower,400 Second Avenue,98119.0,1989200750,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1.0,7,241875,84689,157186,"Office, Parking",Office,163082.0,Parking,83425.0,None,0.0,88.0,164.5,8655604.0,0.0,8488392.0,167210.0,False,Compliant,68.06
NonResidential,Large Office,190 Queen Anne,190 Queen Anne,98109.0,1989201385,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1.0,5,102930,18720,84210,"Office, Parking",Office,89075.0,Parking,15164.0,None,0.0,85.0,151.1999969,4750799.0,0.0,4059275.0,691523.0,False,Compliant,65.03
NonResidential,Small- and Mid-Sized Office,Pier 70,2801 Alaskan Way,98121.0,7666202292,7,DOWNTOWN,47.61472,-122.35566,1902,1.0,3,76893,0,76893,"Office, Parking, Retail Store",Office,90345.0,Parking,33380.0,Retail Store,15845.0,73.0,280.5,12029600.0,0.0,8209260.0,3820339.0,False,Compliant,260.13
NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,98121.0,0656000410,7,DOWNTOWN,47.61732,-122.34791,1975,1.0,8,150000,23630,126370,"Office, Parking",Office,126648.0,Parking,23913.0,None,0.0,65.0,212.1000061,9343428.0,0.0,8155743.0,1187684.0,False,Compliant,119.93
NonResidential,Large Office,Children's Hospital Research Building #2,1915 Terry Ave,98101.0,0660001255,7,DOWNTOWN,47.61628,-122.33391,1953,1.0,7,274362,0,274362,Office,Office,274362.0,None,0.0,None,0.0,82.0,183.8999939,16540550.0,0.0,15836054.0,704494.0,False,Compliant,147.82
NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,98121.0,0697000235,7,DOWNTOWN,47.61599,-122.34165,1983,1.0,15,378002,116280,261722,"Office, Parking",Office,270237.0,Parking,71602.0,None,0.0,85.0,185.6000061,17750994.0,0.0,15083312.0,2667680.0,False,Compliant,246.83
NonResidential,Large Office,ACTIVE VOICE,2033 6th Ave,98121.0,0659000930,7,DOWNTOWN,47.61481,-122.33969,1963,1.0,11,169020,0,169020,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,83.0,157.5,11480494.0,2887565.25,7209495.0,1383432.0,False,Compliant,346.62
NonResidential,Other,WestinBuilding,2001 6th Ave,98121.0,0659000950,7,DOWNTOWN,47.61438,-122.33871,1981,1.0,33,429405,0,429405,"Data Center, Office",Data Center,218997.0,Office,210409.0,None,0.0,98.0,2007.900024,1773329.0,0.0,1623657.0,149672.0,False,Compliant,1921.82
NonResidential,Large Office,Columbia Center - 2015,701 5th Avenue,98104.0,0942000640,7,DOWNTOWN,47.60454,-122.33072,1985,1.0,76,1952220,319400,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,None,0.0,86.0,167.3000031,92937640.0,0.0,87851862.0,5085763.0,False,Compliant,882.56
NonResidential,Large Office,Eighth & Olive - New,720 Olive Way,98101.0,0659000305,7,DOWNTOWN,47.61418,-122.33485,1981,1.0,19,383515,89778,293737,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,90.0,150.5,15878689.0,0.0,15878687.0,0.0,False,Compliant,110.7
NonResidential,Medical Office,Medical Dental Building,509 Olive Way,98101.0,0659000085,7,DOWNTOWN,47.6129,-122.33684,1925,1.0,18,363934,28870,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,68.0,190.0,22104512.0,6090187.5,16002341.0,11981.0,False,Compliant,582.28
NonResidential,Retail Store,601 Pine St,601 Pine St,98101.0,1976700005,7,DOWNTOWN,47.61203,-122.33486,1929,1.0,4,78920,0,78920,Retail Store,Retail Store,78920.0,None,0.0,None,0.0,80.0,300.6000061,8303666.5,0.0,7177346.0,1126320.0,False,Compliant,109.85
NonResidential,Large Office,Market Place I & II-2003 Western Avenue,2003 Western Avenue,98121.0,1977200280,7,DOWNTOWN,47.61051,-122.34439,1979,1.0,7,131143,87160,43983,"Office, Retail Store",Office,120248.0,Retail Store,10853.0,None,0.0,93.0,128.0,6287167.0,0.0,4871126.0,1416041.0,False,Compliant,109.16
NonResidential,Other,Pacific Place,600 Pine Street,98101.0,6600470000,7,DOWNTOWN,47.61289,-122.33531,1999,1.0,0,947987,0,947987,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,89.0,195.6000061,46510960.0,0.0,46510954.0,0.0,False,Compliant,324.25
NonResidential,Mixed Use Property,Oddfellows,915 E Pine St,98122.0,6003500460,3,EAST,47.61505,-122.32,1908,1.0,4,55520,0,55520,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,52.0,106.4000015,3686962.25,0.0,973907.0,2713055.0,False,Compliant,150.88
NonResidential,Large Office,Broadacres Building,1601 Second Avenue,98101.0,1977200040,7,DOWNTOWN,47.61036,-122.34037,1908,1.0,10,132998,0,132998,"Office, Retail Store",Office,138257.0,Retail Store,0.0,None,0.0,97.0,64.30000305,3775187.625,1530680.625,2244507.0,0.0,False,Compliant,133.8
NonResidential,Retail Store,Ross Dress for Less,301 Pike Street,98101.0,1975700300,7,DOWNTOWN,47.60956,-122.33715,1940,1.0,3,83118,0,83118,Retail Store,Retail Store,45000.0,None,0.0,None,0.0,59.0,159.6000061,2443141.5,0.0,2209419.0,233722.0,False,Compliant,27.82
NonResidential,Retail Store,Kress Building,1419 Third Avenue,98101.0,1975700485,7,DOWNTOWN,47.60925,-122.33734,1924,1.0,3,77555,0,77555,Retail Store,Retail Store,73563.0,None,0.0,None,0.0,39.0,333.0,7802205.5,0.0,7802052.0,153.0,False,Compliant,54.4
NonResidential,Small- and Mid-Sized Office,Market Square,1415 Western Avenue,98121.0,7666202405,7,DOWNTOWN,47.60765,-122.34097,1909,1.0,6,51218,0,51218,"Office, Restaurant",Office,44913.0,Restaurant,7044.0,None,0.0,57.0,174.3999939,2886141.5,0.0,2886141.0,0.0,False,Compliant,20.12
NonResidential,Large Office,Financial Center - COS Compliance,1215 4th Avenue,98101.0,0002400002,7,DOWNTOWN,47.60765,-122.3348,1970,1.0,29,489182,0,489182,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,43.0,274.5,36378588.0,0.0,32633842.0,3744742.0,False,Compliant,426.39
NonResidential,Large Office,Seattle Tower,1218 3rd Avenue,98101.0,1975200005,7,DOWNTOWN,47.60769,-122.33544,1929,1.0,27,216571,13320,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,62.0,192.6999969,16246106.0,7413886.0,8704772.0,127447.0,False,Compliant,639.72
NonResidential,Large Office,1200 3rd Ave,1200 3rd Ave,98104.0,1975200015,7,DOWNTOWN,47.60741,-122.33565,1921,1.0,13,189175,0,189175,"Office, Other",Office,151740.0,Other,12645.0,None,0.0,13.0,363.6000061,19036416.0,0.0,19036413.0,0.0,False,Compliant,132.71
NonResidential,Large Office,1015 3rd Ave,1015 3rd Ave,98104.0,0939000485,7,DOWNTOWN,47.60582,-122.33464,1998,1.0,13,293803,74481,219322,"Office, Parking",Office,145491.0,Parking,70603.0,None,0.0,25.0,368.5,17074142.0,0.0,17074139.0,0.0,False,Compliant,119.03
NonResidential,Large Office,1201 Western Avenue,1201 Western Avenue,98101.0,7666202480,7,DOWNTOWN,47.60576,-122.33922,1910,1.0,7,122356,0,122356,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,91.0,125.0,4585070.5,0.0,4371815.0,213255.0,False,Compliant,41.8
NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,98104.0,0939000240,7,DOWNTOWN,47.60366,-122.33328,1921,1.0,3,52298,0,52298,Office,Office,50250.0,None,0.0,None,0.0,89.0,123.0,1968655.125,0.0,1968655.0,0.0,False,Compliant,13.72
NonResidential,Large Office,Hoge Building,705 2nd Avenue,98101.0,0939000230,7,DOWNTOWN,47.60304,-122.33362,1911,1.0,17,116640,0,116640,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,75.0,185.8999939,6758565.5,1736650.625,5021914.0,0.0,False,Compliant,169.06
